ᎠᎦᎾᎦᏘ,doctor (ᎠᎦᎾᎦᏘ)
ᎠᏂᎦᎾᎦᏘ,doctor (ᎠᎦᎾᎦᏘ)
ᎠᎦᎾᏗᎠ,licking it (ᎠᎦᎾᏗᎠ)
ᏥᎦᎾᏗᎠ,licking it (ᎠᎦᎾᏗᎠ)
ᎤᎦᎾᏗᎠ,licking it (ᎠᎦᎾᏗᎠ)
ᎠᎦᎾᏗᏍᎪᎢ,licking it (ᎠᎦᎾᏗᎠ)
ᎠᎦᎾᏗᏍᎩ,One who is licking it (ᎠᎦᎾᏗᎠ) [CED] Synthetic Entry
ᎯᎦᎾᏓ,licking it (ᎠᎦᎾᏗᎠ)
ᎠᎦᎾᏓ,Recently licking it (ᎠᎦᎾᏗᎠ) [CED] Synthetic Entry
ᎤᎦᎾᏗᏍᏗ,licking it (ᎠᎦᎾᏗᎠ)
ᎠᎦᎾᏗᏍᏗ,[For doing unto/For the doing of] licking  (ᎠᎦᎾᏗᎠ) [CED] Synthetic Entry
ᎠᎦᎾᏗᏍᏙᏗ,Tool for licking  (ᎠᎦᎾᏗᎠ) [CED] Synthetic Entry
ᎠᎦᎾᏬᏍᎦ,getting warmer (ᎠᎦᎾᏬᏍᎦ)
ᎤᎦᎾᏬᏒᎢ,getting warmer (ᎠᎦᎾᏬᏍᎦ)
ᎠᎦᎾᏬᏍᎪᎢ,getting warmer (ᎠᎦᎾᏬᏍᎦ)
ᎠᎦᎾᏬᏍᎩ,One who is getting warmer (ᎠᎦᎾᏬᏍᎦ) [CED] Synthetic Entry
ᎤᎦᎾᏬᎯᏍᏗ,getting warmer (ᎠᎦᎾᏬᏍᎦ)
ᎠᎦᎾᏬᎯᏍᏗ,[For doing unto/For the doing of] getting warmer (ᎠᎦᎾᏬᏍᎦ) [CED] Synthetic Entry
ᎠᎦᎾᏬᎯᏍᏙᏗ,Tool for getting warmer (ᎠᎦᎾᏬᏍᎦ) [CED] Synthetic Entry
ᎠᎦᎾᏬᏗᎭ,warming it (ᎠᎦᎾᏬᏗᎭ)
ᏥᎦᎾᏬᏗᎭ,warming it (ᎠᎦᎾᏬᏗᎭ)
ᏥᎦᎾᏬᏗᎭ,warming it (ᎠᎦᎾᏬᏗᎭ)
ᎤᎦᎾᏬᏔᏅᎢ,warming it (ᎠᎦᎾᏬᏗᎭ)
ᎠᎦᎾᏬᏗᏍᎪᎢ,warming it (ᎠᎦᎾᏬᏗᎭ)
ᎠᎦᎾᏬᏗᏍᎩ,One who is warming it (ᎠᎦᎾᏬᏗᎭ) [CED] Synthetic Entry
ᎯᎦᎾᏬᏓ,warming it (ᎠᎦᎾᏬᏗᎭ)
ᎯᎦᎾᏬᏓ,warming it (ᎠᎦᎾᏬᏗᎭ)
ᎠᎦᎾᏬᏓ,Recently warming it (ᎠᎦᎾᏬᏗᎭ) [CED] Synthetic Entry
ᎤᎦᎾᏬᏙᏗ,warming it (ᎠᎦᎾᏬᏗᎭ)
ᎠᎦᎾᏬᏙᏗ,[For doing unto/For the doing of] warming  (ᎠᎦᎾᏬᏗᎭ) [CED] Synthetic Entry
ᎠᎦᎾᏬᏙᏙᏗ,Tool for warming  (ᎠᎦᎾᏬᏗᎭ) [CED] Synthetic Entry
ᎠᎦᏍᎦ,raining (ᎠᎦᏍᎦ)
ᎤᎠᎿᏅᎢ,raining (ᎠᎦᏍᎦ)
ᎠᎦᏍᎪᎢ,raining (ᎠᎦᏍᎦ)
ᎠᎦᏍᎩ,One who is raining (ᎠᎦᏍᎦ) [CED] Synthetic Entry
ᎤᎦᏅᏗ,raining (ᎠᎦᏍᎦ)
ᎠᎦᏅᏗ,[For doing unto/For the doing of] raining (ᎠᎦᏍᎦ) [CED] Synthetic Entry
ᎠᎦᏅᏙᏗ,Tool for raining (ᎠᎦᏍᎦ) [CED] Synthetic Entry
ᎠᎦᏍᎦᏂ,left (ᎠᎦᏍᎦᏂ)
ᎠᎦᏍᎦᏂᏓ,lefthanded (ᎠᎦᏍᎦᏂᏓ)
ᎠᏂᎦᏍᎦᏂᏓ,lefthanded (ᎠᎦᏍᎦᏂᏓ)
ᎠᎦᏐᏍᎦ,going down hill (ᎠᎦᏐᏍᎦ)
ᏥᎦᏐᏍᎦ,going down hill (ᎠᎦᏐᏍᎦ)
ᎤᎦᏐᏒᎢ,going down hill (ᎠᎦᏐᏍᎦ)
ᎠᎦᏐᏍᎪᎢ,going down hill (ᎠᎦᏐᏍᎦ)
ᎠᎦᏐᏍᎩ,One who is going down hill (ᎠᎦᏐᏍᎦ) [CED] Synthetic Entry
ᎯᎦᏐᎯ,going down hill (ᎠᎦᏐᏍᎦ)
ᎠᎦᏐᎯ,Let be going down hill (ᎠᎦᏐᏍᎦ) [CED] Synthetic Entry
ᎠᎦᏐᎭ,Recently going down hill (ᎠᎦᏐᏍᎦ) [CED] Synthetic Entry
ᎤᎦᏐᎯᏍᏗ,going down hill (ᎠᎦᏐᏍᎦ)
ᎠᎦᏐᎯᏍᏗ,[For doing unto/For the doing of] going down hill (ᎠᎦᏐᏍᎦ) [CED] Synthetic Entry
ᎠᎦᏐᎯᏍᏙᏗ,Tool for going down hill (ᎠᎦᏐᏍᎦ) [CED] Synthetic Entry
ᎠᎦᏐᏍᎬᎢ,downhill route (ᎠᎦᏐᏍᎬᎢ)
ᏓᎦᏐᏍᎬᎢ,downhill route (ᎠᎦᏐᏍᎬᎢ)
ᎠᎦᏑᏰᏓ,a person who has been chosen (ᎠᎦᏑᏰᏓ)
ᎨᎦᏑᏰᏓ,a person who has been chosen (ᎠᎦᏑᏰᏓ)
ᎠᎦᏓᎭᎢ,dirty (animate) (ᎠᎦᏓᎭᎢ)
ᎠᏂᎦᏓᎭᎢ,dirty (animate) (ᎠᎦᏓᎭᎢ)
ᎠᎦᏔ,eye (ᎠᎦᏔ)
ᏗᎦᏔ,eye (ᎠᎦᏔ)
ᎠᎦᏔᎭ,knows how (ᎠᎦᏔᎭ)
ᏥᎦᏔᎭ,knows how (ᎠᎦᏔᎭ)
ᎠᎦᏔᎰᎢ,knows how (ᎠᎦᏔᎭ)
ᎠᎦᏔᎯ,One who is knows how (ᎠᎦᏔᎭ) [CED] Synthetic Entry
ᎠᎦᏔᎯ,witness (ᎠᎦᏔᎯ)
ᎠᏂᎦᏔᎯ,witness (ᎠᎦᏔᎯ)
ᎠᎦᏔᎲᎠ,"turning back, turning (his head or body) (ᎠᎦᏔᎲᎠ)"
ᎦᎦᏔᎲᎠ,"turning back, turning (his head or body) (ᎠᎦᏔᎲᎠ)"
ᎤᎦᏔᎲᏒᎢ,"turning back, turning (his head or body) (ᎠᎦᏔᎲᎠ)"
ᎠᎦᏔᎲᏍᎪᎢ,"turning back, turning (his head or body) (ᎠᎦᏔᎲᎠ)"
ᎠᎦᏔᎲᏍᎩ,"One who is turning back, turning (his head or body) (ᎠᎦᏔᎲᎠ) [CED] Synthetic Entry"
ᎭᎦᏔᎲᎾ,"turning back, turning (his head or body) (ᎠᎦᏔᎲᎠ)"
ᎠᎦᏔᎲᎾ,"Recently turning back, turning (his head or body) (ᎠᎦᏔᎲᎠ) [CED] Synthetic Entry"
ᎤᎦᏔᎲᏍᏗ,"turning back, turning (his head or body) (ᎠᎦᏔᎲᎠ)"
ᎠᎦᏔᎲᏍᏗ,"[For doing unto/For the doing of] turning back, turning (his head or body) (ᎠᎦᏔᎲᎠ) [CED] Synthetic Entry"
ᎠᎦᏔᎲᏍᏙᏗ,"Tool for turning back, turning (his head or body) (ᎠᎦᏔᎲᎠ) [CED] Synthetic Entry"
ᎠᎦᏔᎿᎢ,knowledgeable (ᎠᎦᏔᎿᎢ)
ᎠᏂᎦᏔᎿᎢ,knowledgeable (ᎠᎦᏔᎿᎢ)
ᎠᎦᏔᏍᏗᎭ,winking (ᎠᎦᏔᏍᏗᎭ)
ᎦᎦᏔᏏᎭ,winking (ᎠᎦᏔᏍᏗᎭ)
ᎤᎦᏔᏍᏔᏅᎢ,winking (ᎠᎦᏔᏍᏗᎭ)
ᎠᎦᏔᏍᏗᏍᎪᎢ,winking (ᎠᎦᏔᏍᏗᎭ)
ᎠᎦᏔᏍᏗᏍᎩ,One who is winking (ᎠᎦᏔᏍᏗᎭ) [CED] Synthetic Entry
ᎭᎦᏔᏍᏓ,winking (ᎠᎦᏔᏍᏗᎭ)
ᎠᎦᏔᏍᏓ,Recently winking (ᎠᎦᏔᏍᏗᎭ) [CED] Synthetic Entry
ᎤᎦᏔᏍᏙᏗ,winking (ᎠᎦᏔᏍᏗᎭ)
ᎠᎦᏔᏍᏙᏗ,[For doing unto/For the doing of] winking (ᎠᎦᏔᏍᏗᎭ) [CED] Synthetic Entry
ᎠᎦᏔᏍᏙᏙᏗ,Tool for winking (ᎠᎦᏔᏍᏗᎭ) [CED] Synthetic Entry
ᎠᎦᏖᎷᎲᏍᎦ,hitting him on the eye (ᎠᎦᏖᎷᎲᏍᎦ)
ᏥᎦᏖᎷᎲᏍᎦ,hitting him on the eye (ᎠᎦᏖᎷᎲᏍᎦ)
ᎤᎦᏖᎷᏅᎢ,hitting him on the eye (ᎠᎦᏖᎷᎲᏍᎦ)
ᎠᎦᏖᎷᎲᏍᎪᎢ,hitting him on the eye (ᎠᎦᏖᎷᎲᏍᎦ)
ᎠᎦᏖᎷᎲᏍᎩ,One who is hitting him on the eye (ᎠᎦᏖᎷᎲᏍᎦ) [CED] Synthetic Entry
ᎯᎦᏖᎷᎲᎦ,hitting him on the eye (ᎠᎦᏖᎷᎲᏍᎦ)
ᎠᎦᏖᎷᎲᎦ,Recently hitting him on the eye (ᎠᎦᏖᎷᎲᏍᎦ) [CED] Synthetic Entry
ᎤᎦᏖᎷᏗ,hitting him on the eye (ᎠᎦᏖᎷᎲᏍᎦ)
ᎠᎦᏖᎷᏗ,[For doing unto/For the doing of] hitting  on the eye (ᎠᎦᏖᎷᎲᏍᎦ) [CED] Synthetic Entry
ᎠᎦᏖᎷᏙᏗ,Tool for hitting  on the eye (ᎠᎦᏖᎷᎲᏍᎦ) [CED] Synthetic Entry
ᎠᎦᏖᎾᏍᏗᎢ,scenery (ᎠᎦᏖᎾᏍᏗᎢ)
ᎠᎦᏖᏃᎭ,looking around (ᎠᎦᏖᏃᎭ)
ᏥᎦᏖᏃᎭ,looking around (ᎠᎦᏖᏃᎭ)
ᎤᎦᏖᏃᎸᎢ,looking around (ᎠᎦᏖᏃᎭ)
ᎠᎦᏖᏃᎰᎢ,looking around (ᎠᎦᏖᏃᎭ)
ᎠᎦᏖᏃᎯ,One who is looking around (ᎠᎦᏖᏃᎭ) [CED] Synthetic Entry
ᎯᎦᏖᎾᎦ,looking around (ᎠᎦᏖᏃᎭ)
ᎠᎦᏖᎾᎦ,Recently looking around (ᎠᎦᏖᏃᎭ) [CED] Synthetic Entry
ᎤᎦᏖᎾᏍᏗ,looking around (ᎠᎦᏖᏃᎭ)
ᎠᎦᏖᎾᏍᏗ,[For doing unto/For the doing of] looking around (ᎠᎦᏖᏃᎭ) [CED] Synthetic Entry
ᎠᎦᏖᎾᏍᏙᏗ,Tool for looking around (ᎠᎦᏖᏃᎭ) [CED] Synthetic Entry
ᎠᎦᏘᎭ,peeking through (ᎠᎦᏘᎭ)
ᎦᎦᏘᎭ,peeking through (ᎠᎦᏘᎭ)
ᎤᎦᏔᏅᎢ,peeking through (ᎠᎦᏘᎭ)
ᎠᎦᏘᏍᎪᎢ,peeking through (ᎠᎦᏘᎭ)
ᎠᎦᏘᏍᎩ,One who is peeking through (ᎠᎦᏘᎭ) [CED] Synthetic Entry
ᎭᎦᏔ,peeking through (ᎠᎦᏘᎭ)
ᎠᎦᏔ,Recently peeking through (ᎠᎦᏘᎭ) [CED] Synthetic Entry
ᎤᎦᏙᏗ,peeking through (ᎠᎦᏘᎭ)
ᎠᎦᏙᏗ,[For doing unto/For the doing of] peeking through (ᎠᎦᏘᎭ) [CED] Synthetic Entry
ᎠᎦᏙᏙᏗ,Tool for peeking through (ᎠᎦᏘᎭ) [CED] Synthetic Entry
ᎠᎦᏘᏏ,"n.right position, right hand, adj. right-handed. (ᎠᎦᏘᏏ)"
ᎠᏂᎦᏘᏏ,"n.right position, right hand, adj. right-handed. (ᎠᎦᏘᏏ)"
ᎠᎦᏘᏯ,waiting for him/it (ᎠᎦᏘᏯ)
ᏥᎦᏘᏯ,waiting for him/it (ᎠᎦᏘᏯ)
ᏥᎦᏘᏯ,waiting for him/it (ᎠᎦᏘᏯ)
ᎤᎦᏘᏛᎢ,waiting for him/it (ᎠᎦᏘᏯ)
ᎠᎦᏘᏲᎢ,waiting for him/it (ᎠᎦᏘᏯ)
ᎠᎦᏘᏱ,One who is waiting for him/it (ᎠᎦᏘᏯ) [CED] Synthetic Entry
ᎯᎦᏘᏓ,waiting for him/it (ᎠᎦᏘᏯ)
ᎯᎦᏘᏓ,waiting for him/it (ᎠᎦᏘᏯ)
ᎠᎦᏘᏓ,Recently waiting for him/it (ᎠᎦᏘᏯ) [CED] Synthetic Entry
ᎤᎦᏘᏗᏍᏗ,waiting for him/it (ᎠᎦᏘᏯ)
ᎠᎦᏘᏗᏍᏗ,[For doing unto/For the doing of] waiting for / (ᎠᎦᏘᏯ) [CED] Synthetic Entry
ᎠᎦᏘᏗᏍᏙᏗ,Tool for waiting for / (ᎠᎦᏘᏯ) [CED] Synthetic Entry
ᎠᎦᏘᏱ,guard (ᎠᎦᏘᏱ)
ᎠᏂᎦᏘᏱ,guard (ᎠᎦᏘᏱ)
ᎠᎦᏙᎥᎯᏍᏗ,wisdom (ᎠᎦᏙᎥᎯᏍᏗ)
ᎠᎦᏙᎲᏍᎦ,becoming wise (ᎠᎦᏙᎲᏍᎦ)
ᏥᎦᏙᎲᏍᎦ,becoming wise (ᎠᎦᏙᎲᏍᎦ)
ᎤᎦᏙᎲᏒᎢ,becoming wise (ᎠᎦᏙᎲᏍᎦ)
ᎠᎦᏙᎲᏍᎪᎢ,becoming wise (ᎠᎦᏙᎲᏍᎦ)
ᎠᎦᏙᎲᏍᎩ,One who is becoming wise (ᎠᎦᏙᎲᏍᎦ) [CED] Synthetic Entry
ᎯᎦᏙᎥᎯ,becoming wise (ᎠᎦᏙᎲᏍᎦ)
ᎠᎦᏙᎥᎯ,Let be becoming wise (ᎠᎦᏙᎲᏍᎦ) [CED] Synthetic Entry
ᎠᎦᏙᎥᎭ,Recently becoming wise (ᎠᎦᏙᎲᏍᎦ) [CED] Synthetic Entry
ᎤᎦᏙᎥᎯᏍᏗ,becoming wise (ᎠᎦᏙᎲᏍᎦ)
ᎠᎦᏙᎥᎯᏍᏗ,[For doing unto/For the doing of] becoming wise (ᎠᎦᏙᎲᏍᎦ) [CED] Synthetic Entry
ᎠᎦᏙᎥᎯᏍᏙᏗ,Tool for becoming wise (ᎠᎦᏙᎲᏍᎦ) [CED] Synthetic Entry
ᎠᎦᏙᎵ,his eye (ᎠᎦᏙᎵ)
ᏗᎦᏙᎵ,his eye (ᎠᎦᏙᎵ)
ᎠᎦᏙᏍᏗ,looking at him/it (ᎠᎦᏙᏍᏗ)
ᏥᏯᎦᏙᏍᏗ,looking at him/it (ᎠᎦᏙᏍᏗ)
ᎦᎦᏙᏍᏗ,looking at him/it (ᎠᎦᏙᏍᏗ)
ᎤᎦᏙᏍᏔᏅᎢ,looking at him/it (ᎠᎦᏙᏍᏗ)
ᎠᎦᏙᏍᏗᏍᎪᎢ,looking at him/it (ᎠᎦᏙᏍᏗ)
ᎠᎦᏙᏍᏗᏍᎩ,One who is looking at him/it (ᎠᎦᏙᏍᏗ) [CED] Synthetic Entry
ᎯᏯᎦᏙᏍᏓ,looking at him/it (ᎠᎦᏙᏍᏗ)
ᎭᎦᏙᏍᏓ,looking at him/it (ᎠᎦᏙᏍᏗ)
ᎠᏯᎦᏙᏍᏓ,Recently looking at him/it (ᎠᎦᏙᏍᏗ) [CED] Synthetic Entry
ᎤᎦᏙᏍᏙᏗ,looking at him/it (ᎠᎦᏙᏍᏗ)
ᎠᎦᏙᏍᏙᏗ,[For doing unto/For the doing of] looking at / (ᎠᎦᏙᏍᏗ) [CED] Synthetic Entry
ᎠᎦᏙᏍᏙᏙᏗ,Tool for looking at / (ᎠᎦᏙᏍᏗ) [CED] Synthetic Entry
ᎠᎦᏙᏗ,telescope (ᎠᎦᏙᏗ)
ᏗᎦᏙᏗ,telescope (ᎠᎦᏙᏗ)
ᎠᎦᏛᎴᏍᎦ,going through it (ᎠᎦᏛᎴᏍᎦ)
ᏥᎦᏛᎴᏍᎦ,going through it (ᎠᎦᏛᎴᏍᎦ)
ᎤᎦᏛᎴᏍᏒᎢ,going through it (ᎠᎦᏛᎴᏍᎦ)
ᎠᎦᏛᎴᏍᎪᎢ,going through it (ᎠᎦᏛᎴᏍᎦ)
ᎠᎦᏛᎴᏍᎩ,One who is going through it (ᎠᎦᏛᎴᏍᎦ) [CED] Synthetic Entry
ᎯᎦᏛᎴᎯ,going through it (ᎠᎦᏛᎴᏍᎦ)
ᎠᎦᏛᎴᎯ,Let be going through it (ᎠᎦᏛᎴᏍᎦ) [CED] Synthetic Entry
ᎠᎦᏛᎴᎭ,Recently going through it (ᎠᎦᏛᎴᏍᎦ) [CED] Synthetic Entry
ᎤᎦᏛᎴᎯᏍᏗ,going through it (ᎠᎦᏛᎴᏍᎦ)
ᎠᎦᏛᎴᎯᏍᏗ,[For doing unto/For the doing of] going through  (ᎠᎦᏛᎴᏍᎦ) [CED] Synthetic Entry
ᎠᎦᏛᎴᎯᏍᏙᏗ,Tool for going through  (ᎠᎦᏛᎴᏍᎦ) [CED] Synthetic Entry
ᎠᎦᏟᏱ,eager (ᎠᎦᏟᏱ)
ᎠᏂᎦᏟᏱ,eager (ᎠᎦᏟᏱ)
ᎠᎦᏯᎷᏗ,seine (ᎠᎦᏯᎷᏗ)
ᏗᎦᏯᎷᏗ,seine (ᎠᎦᏯᎷᏗ)
ᎠᎦᏴᎵ,old (animate) (ᎠᎦᏴᎵ)
ᎠᏂᎦᏴᎵ,old (animate) (ᎠᎦᏴᎵ)
ᎠᎦᏴᎵᎨᎢ,old woman (ᎠᎦᏴᎵᎨᎢ)
ᎠᏂᎦᏴᎴᎩᎢ,old woman (ᎠᎦᏴᎵᎨᎢ)
ᎠᎧᏁᏍᏗ,badge pin (ᎠᎧᏁᏍᏗ)
ᏗᎧᏁᏍᏗ,badge pin (ᎠᎧᏁᏍᏗ)
ᎠᎧᏍᎨᏂ,his hip (ᎠᎧᏍᎨᏂ)
ᏗᎧᏍᎨᏂ,his hip (ᎠᎧᏍᎨᏂ)
ᎠᎨ,over there (ᎠᎨ)
ᎠᎨᎮᎦ,"chasing him, it (ᎠᎨᎮᎦ)"
ᏥᎨᎮᎦ,"chasing him, it (ᎠᎨᎮᎦ)"
ᎤᎨᎲᏒᎢ,"chasing him, it (ᎠᎨᎮᎦ)"
ᎠᎨᎮᎪᎢ,"chasing him, it (ᎠᎨᎮᎦ)"
ᎠᎨᎮᎩ,"One who is chasing him, it (ᎠᎨᎮᎦ) [CED] Synthetic Entry"
ᎯᎨᎱᎦ,"chasing him, it (ᎠᎨᎮᎦ)"
ᎯᎨᎱᎦ,"chasing him, it (ᎠᎨᎮᎦ)"
ᎠᎨᎱᎦ,"Recently chasing him, it (ᎠᎨᎮᎦ) [CED] Synthetic Entry"
ᎤᎨᎲᏍᏗ,"chasing him, it (ᎠᎨᎮᎦ)"
ᎠᎨᎲᏍᏗ,[For doing unto/For the doing of] chasing  (ᎠᎨᎮᎦ) [CED] Synthetic Entry
ᎠᎨᎲᏍᏙᏗ,Tool for chasing  (ᎠᎨᎮᎦ) [CED] Synthetic Entry
ᎠᎨᏯ,woman (ᎠᎨᏯ)
ᎠᏂᎨᏯ,woman (ᎠᎨᏯ)
ᎠᎨᏳᏣ,girl (ᎠᎨᏳᏣ)
ᎠᏂᎨᏳᏣ,girl (ᎠᎨᏳᏣ)
ᎠᎩᎠ,picking it up getting it (ᎠᎩᎠ)
ᏥᎩᎠ,picking it up getting it (ᎠᎩᎠ)
ᎤᎩᏍᏒᎢ,picking it up getting it (ᎠᎩᎠ)
ᎠᎩᏍᎪᎢ,picking it up getting it (ᎠᎩᎠ)
ᎠᎩᏍᎩ,One who is picking it up getting it (ᎠᎩᎠ) [CED] Synthetic Entry
ᎯᎩ,picking it up getting it (ᎠᎩᎠ)
ᎠᎩ,Let be picking it up getting it (ᎠᎩᎠ) [CED] Synthetic Entry
ᎠᎦ,Recently picking it up getting it (ᎠᎩᎠ) [CED] Synthetic Entry
ᎤᎩᏍᏗ,picking it up getting it (ᎠᎩᎠ)
ᎠᎩᏍᏗ,[For doing unto/For the doing of] picking  up getting  (ᎠᎩᎠ) [CED] Synthetic Entry
ᎠᎩᏍᏙᏗ,Tool for picking  up getting  (ᎠᎩᎠ) [CED] Synthetic Entry
ᎠᎩᎠ,eating it ( a single solid food) (ᎠᎩᎠ)
ᏥᎩᎠ,eating it ( a single solid food) (ᎠᎩᎠ)
ᎤᎬᎢ,eating it ( a single solid food) (ᎠᎩᎠ)
ᎠᎩᏍᎪᎢ,eating it ( a single solid food) (ᎠᎩᎠ)
ᎠᎩᏍᎩ,One who is eating it ( a single solid food) (ᎠᎩᎠ) [CED] Synthetic Entry
ᎯᎦ,eating it ( a single solid food) (ᎠᎩᎠ)
ᎠᎦ,Recently eating it ( a single solid food) (ᎠᎩᎠ) [CED] Synthetic Entry
ᎤᎩᏍᏗ,eating it ( a single solid food) (ᎠᎩᎠ)
ᎠᎩᏍᏗ,[For doing unto/For the doing of] eating  ( a single solid food) (ᎠᎩᎠ) [CED] Synthetic Entry
ᎠᎩᏍᏙᏗ,Tool for eating  ( a single solid food) (ᎠᎩᎠ) [CED] Synthetic Entry
ᎠᎩᎾ,young animal (not born in litter or hatched). (ᎠᎩᎾ)
ᎠᏂᎩᎾ,young animal (not born in litter or hatched). (ᎠᎩᎾ)
ᎠᎩᏍᎦ,swallowing it (ᎠᎩᏍᎦ)
ᏥᎩᏍᎦ,swallowing it (ᎠᎩᏍᎦ)
ᎤᎩᏒᎢ,swallowing it (ᎠᎩᏍᎦ)
ᎠᎩᏍᎪᎢ,swallowing it (ᎠᎩᏍᎦ)
ᎠᎩᏍᎩ,One who is swallowing it (ᎠᎩᏍᎦ) [CED] Synthetic Entry
ᎯᎩᎯ,swallowing it (ᎠᎩᏍᎦ)
ᎠᎩᎯ,Let be swallowing it (ᎠᎩᏍᎦ) [CED] Synthetic Entry
ᎠᎩᎭ,Recently swallowing it (ᎠᎩᏍᎦ) [CED] Synthetic Entry
ᎤᎩᎯᏍᏗ,swallowing it (ᎠᎩᏍᎦ)
ᎠᎩᎯᏍᏗ,[For doing unto/For the doing of] swallowing  (ᎠᎩᏍᎦ) [CED] Synthetic Entry
ᎠᎩᎯᏍᏙᏗ,Tool for swallowing  (ᎠᎩᏍᎦ) [CED] Synthetic Entry
ᎠᎩᏍᏗ,pill (ᎠᎩᏍᏗ)
ᏗᎩᏍᏗ,pill (ᎠᎩᏍᏗ)
ᎠᎩᏍᏗ,something to eat (single solid). (ᎠᎩᏍᏗ)
ᎠᎩᏍᏙᎠ,chewing it (ᎠᎩᏍᏙᎠ)
ᏥᎩᏍᏙᎠ,chewing it (ᎠᎩᏍᏙᎠ)
ᎤᎩᏍᏙᎥᎢ,chewing it (ᎠᎩᏍᏙᎠ)
ᎠᎩᏍᏙᏍᎪᎢ,chewing it (ᎠᎩᏍᏙᎠ)
ᎠᎩᏍᏙᏍᎩ,One who is chewing it (ᎠᎩᏍᏙᎠ) [CED] Synthetic Entry
ᎯᎩᏍᏙᏣ,chewing it (ᎠᎩᏍᏙᎠ)
ᎠᎩᏍᏙᏣ,Recently chewing it (ᎠᎩᏍᏙᎠ) [CED] Synthetic Entry
ᎤᎩᏍᏙᏍᏗ,chewing it (ᎠᎩᏍᏙᎠ)
ᎠᎩᏍᏙᏍᏗ,[For doing unto/For the doing of] chewing  (ᎠᎩᏍᏙᎠ) [CED] Synthetic Entry
ᎠᎩᏍᏙᏍᏙᏗ,Tool for chewing  (ᎠᎩᏍᏙᎠ) [CED] Synthetic Entry
ᎠᎩᏏ,female animal (ᎠᎩᏏ)
ᎠᏂᎩᏏ,female animal (ᎠᎩᏏ)
ᎠᎩᏟᏱ,"agony, pain (ᎠᎩᏟᏱ)"
ᎠᎩᏟᏲᎦ,"in agony, pain. (ᎠᎩᏟᏲᎦ)"
ᏥᎩᎵᏲᎦ,"in agony, pain. (ᎠᎩᏟᏲᎦ)"
ᎤᎩᏟᏲᏨᎢ,"in agony, pain. (ᎠᎩᏟᏲᎦ)"
ᎠᎩᏟᏲᎪᎢ,"in agony, pain. (ᎠᎩᏟᏲᎦ)"
ᎠᎩᏟᏲᎩ,"One who is in agony, pain. (ᎠᎩᏟᏲᎦ) [CED] Synthetic Entry"
ᎯᎩᏟᏲᎩ,"in agony, pain. (ᎠᎩᏟᏲᎦ)"
ᎠᎩᏟᏲᎩ,"Let be in agony, pain. (ᎠᎩᏟᏲᎦ) [CED] Synthetic Entry"
ᎠᎩᏟᏲᎦ,"Recently in agony, pain. (ᎠᎩᏟᏲᎦ) [CED] Synthetic Entry"
ᎤᎩᏟᏲᏍᏗ,"in agony, pain. (ᎠᎩᏟᏲᎦ)"
